time,bank_rad,pitch_rad,heading_deg,agent_n_m,agent_e_m,agent_up_m,foe_n_m,foe_e_m,foe_up_m,foe_roll_deg,foe_pitch_deg,foe_yaw_deg,mode,mach,aoa_deg,foe_mach,foe_aoa_deg
0.09999999999854481,-0.024867406890843217,0.8795886041409167,359.9461001787168,31.84822900017728,0.0008259866923557188,7285.642256724286,3581.5107477793217,-1479.924168859869,7697.501659746909,1.7022095727606343,0.7464949229063607,176.07043054507412,merge,1.0185716897252721,0.8129175662804993,1.0404809669359838,0.7319654145868348
0.19999999999708962,-0.1199308416452119,2.619776094085141,359.76407244551643,63.71684566545781,-0.004209163369421126,7285.767186224002,3549.2335108605166,-1477.6816095982024,7697.47975611704,7.383349838630499,1.02358530274029,176.1594982718142,merge,1.0185425923872535,2.1817135042608284,1.0397452159097895,1.1577293373154363
0.2999999999956344,-0.2535382476095436,5.014205068238849,359.33506847235554,95.57504006932011,-0.05139304155462958,7286.168794701049,3516.9737837907337,-1475.4378740951513,7697.355975865853,16.155553688777843,0.10800519811601805,176.10083281760572,merge,1.0183260480358192,3.999709989444707,1.039261959271962,0.4361434637064044
0.39999999999417923,-0.38672082670568075,6.948328417657798,358.71469194049706,127.42078461246273,-0.19577875947810439,7286.900548235804,3484.7332721955227,-1473.1966625816974,7697.139749650679,27.076066531653773,0.1139692714204317,176.2127360368467,merge,1.0180804936399508,5.251026450340261,1.038613482838376,0.5933176737791179
0.49999999999272404,-0.5163817847336535,8.328460770393525,357.9737329236657,159.24091459474752,-0.505330915859205,7287.99471690614,3452.5135392582456,-1470.97574794687,7696.868126336548,36.27307670620208,0.21914176061949184,176.22183896224232,merge,1.0174584094546788,5.857147034390344,1.0377448379974166,0.6740957386700797
0.5999999999912689,-0.6484176026800419,9.330603818612786,357.1331956285031,191.01922106595475,-1.046913571701355,7289.455479296253,3420.3225179086676,-1468.8009348770022,7696.576871903274,43.16854340508105,0.1504751713469142,176.19415565589588,merge,1.0166303835715356,6.062830815471077,1.0367480505433175,0.5485159793827853
0.6999999999898137,-0.7845458176727349,10.0830176606721,356.1804372601437,222.7453754658069,-1.87709677697887,7291.25656360631,3388.157321205565,-1466.6754768882774,7696.250667915872,49.3156750883334,0.18358000513646452,176.24848389910315,merge,1.0157220340003081,6.049867726642022,1.0357081631210723,0.49994515726773797
0.7999999999883585,-0.9251607733885588,10.641772080477574,355.09891552689675,254.41300461635433,-3.0428180129252835,7293.354892388723,3356.0223361729522,-1464.6245914498834,7695.903987339494,54.03782864376629,0.18430453381129355,176.30666869122368,merge,1.0148276793583346,5.9237691331871805,1.0346334420264758,0.42826631779600444
0.8999999999869033,-1.0702770991009491,11.021720784127382,353.87697752238125,286.0191493355968,-4.582252163367118,7295.6975993062115,3323.9164527426615,-1462.650436138813,7695.527145210475,58.10936865406829,0.20034994472966877,176.40274200984973,merge,1.014010164270239,5.749300328306534,1.0334724937785904,0.35894304907431995
0.9999999999854481,-1.219708770882087,11.209828596282039,352.5178047864252,317.55761116541623,-6.52475945747808,7298.224773751027,3291.841669976567,-1460.7661647244195,7695.121870700839,61.33510962012953,0.20697034308961992,176.51784884822797,merge,1.012922304430276,5.5637493331543055,1.032345260295984,0.3119026514641019
1.099999999983993,-1.3731189138998001,11.17764491140136,351.04523986597496,349.0227002203624,-8.89139134342786,7300.872456789896,3259.797319480147,-1458.972967021428,7694.681857633236,64.05606709412092,0.21611587213086988,176.66369056803322,merge,1.0119399786608163,5.378364998779669,1.0311801628700616,0.27636191528587717
1.1999999999825377,-1.4978894546529982,10.952766007620484,349.51113107365455,380.42038079485866,-11.684065881144614,7303.572421343002,3227.7840685473648,-1457.2772457182145,7694.205504959635,66.25254315449736,0.21945668839805904,176.830451820982,merge,1.0113350398313319,5.43810192291611,1.030037199371774,0.2626276729453377
1.2999999999810825,-1.6014181645656214,10.485392133950135,348.01158825597656,411.76179609544494,-14.877432096603007,7306.272931425127,3195.8016778955234,-1455.681425297469,7693.689589094094,68.08505623587257,0.22108365362398374,177.02321886547003,merge,1.0106885558286065,5.559531355466634,1.028884920365247,0.2643763758284471
1.3999999999796273,-1.707854706903051,9.853754768529344,346.60981122774564,443.0334696181634,-18.51093500781201,7308.926073795328,3163.850388997259,-1454.1900168311915,7693.132690571568,69.58092965287405,0.2179777582390662,177.23617415157418,merge,1.0100343468899111,5.5935274477789605,1.0277442352855217,0.28312063182342284
1.4999999999781721,-1.752020760940105,9.151672029399926,345.2886077421402,474.25079324377117,-22.53679901520028,7311.494940628517,3131.9301898550966,-1452.8066224831055,7692.533384340504,70.82312063199808,0.2117007918066689,177.47094830642163,merge,1.0099076445575819,6.067922148798584,1.0266037632993958,0.31545963263601323
1.599999999976717,-1.7466847896291249,8.446326653773312,344.1385208323549,505.4235736303786,-26.919798607296133,7313.965137447667,3100.04123783756,-1451.5356401469328,7691.890994424722,71.84422917581178,0.20126519252022332,177.7239251369094,merge,1.00976064112909,6.656731332378435,1.0254700514474093,0.36002162320183567
1.6999999999752617,-1.701423468493861,7.837324503173634,343.2061155690257,536.5392016189669,-31.677912386227145,7316.328441003809,3068.1836461523594,-1450.3814218470823,7691.20509611359,72.69113047181546,0.18742841164444396,177.9951478211672,merge,1.0093575998080884,7.15092620984652,1.0243396724134413,0.41468621933212224
1.7999999999738066,-1.6433608594575253,7.330993538536983,342.46740280538796,567.5759789245824,-36.84229005157223,7318.59075057689,3036.357609561834,-1449.3486743585952,7690.47563864826,73.39058260695846,0.17000584930923707,178.28225752367635,merge,1.008437327395492,7.34029785065125,1.0232142897856578,0.47751497322044706
1.8999999999723514,-1.6340089747613311,6.85819229987217,341.8340011868825,598.4937020091298,-42.482381803028716,7320.761986655126,3004.5633395763907,-1448.442184245246,7689.702779441,73.97100843229431,0.14948780482301757,178.5846768981173,merge,1.0068491908565855,7.061736403268084,1.022093443164181,0.5470277032131259
1.9999999999708962,-1.658746432983379,6.464166075581199,341.1479854574514,629.265742589797,-48.63512809265286,7322.834066758114,2972.801105207291,-1447.6668905779286,7688.886882339058,74.45200031915559,0.12599758043412773,178.9007894183008,merge,1.0053818963908068,6.749868506978147,1.0209776013362277,0.6215473709553802
2.099999999969441,-1.6323372580501054,6.144963884818079,340.34339803764027,659.9147976577373,-55.23376354074275,7324.804164447051,2941.0712128650384,-1447.0277711902922,7688.02844815557,74.85164554985725,0.09991605793628013,179.22984931821594,merge,1.0046262653187348,6.876254771488782,1.0198672137820106,0.6999689991085564
2.199999999967986,-1.5601262597025247,5.893871541772519,339.5239009073091,690.4642526468634,-62.21678888448066,7326.685906176031,2909.3740202148556,-1446.529833650221,7687.128093321616,75.18365187769635,0.0714684086733756,179.5706989871377,merge,1.004139792006257,7.176801218672683,1.0187626809136003,0.7810541340405381
2.2999999999665306,-1.4779550412856268,5.708400503877828,338.7851542467774,720.9027794702074,-69.59195354880444,7328.5028273441885,2877.7099304515823,-1446.1780615694279,7686.186515717697,75.4598837546756,0.04097017404431734,179.9226141115844,merge,1.0032563736453206,7.273188824707712,1.0176647038294626,0.8639769856768206
2.3999999999650754,-1.4489954787082588,5.548469274859922,338.10561047098815,751.1941391622962,-77.4210138885389,7330.2867479739725,2846.0793965344765,-1445.977391428463,7685.204475340122,75.68976120645051,0.008661941971217522,180.28473463311767,merge,1.002131861053302,7.041464070957497,1.016573836133516,0.9478834522139468
2.49999999996362,-1.4525026426583536,5.481967733071255,337.3919591381924,781.3093250063168,-85.74039720055578,7332.0484001842,2814.482920091254,-1445.9326839870012,7684.182775049133,75.88121356817196,-0.02519250008816249,180.65642518375398,merge,1.000728933209806,6.830946668993806,1.015490827929179,1.0321800354829398
2.599999999962165,-1.4596312988835711,5.413258476371332,336.5922416650245,811.259421173521,-94.51158705350839,7333.788625643152,2782.9210529361985,-1446.0487053032678,7683.122246649197,76.04068123496417,-0.06037171236153555,181.03702815718324,merge,0.9997877810688285,6.710581606510534,1.0144163270949762,1.1163027710563818
2.69999999996071,-1.4849051090239611,5.362813555290395,335.7389992516355,841.028231893699,-103.75277001087487,7335.502078019053,2751.3943970479795,-1446.3301107902569,7682.023739124424,76.1735289068359,-0.096657035546177,181.42601057944086,merge,0.9985521927699241,6.629892734726441,1.013351072272177,1.1998473052004819
2.7999999999592546,-1.5028581901058355,5.267063900943719,334.82707881134877,870.620430964772,-113.43080977878688,7337.18058395201,2719.9036050765594,-1446.781433373314,7680.888109369728,76.28416463872551,-0.13385783174921387,181.82285833672358,merge,0.9973561117203571,6.61461806192918,1.0122957371771493,1.282456693180888
2.8999999999577994,-1.5351223881962106,5.1622746031155335,333.89375122542833,900.015925407311,-123.5676227868431,7338.812917940578,2688.4493807330955,-1447.407075270573,7679.716214867065,76.37625097411397,-0.17179517764487018,182.22713254629988,merge,0.9961964466597669,6.5956716719585415,1.01125100308597,1.3638723575537564
2.9999999999563443,-1.5579641400812712,4.996483472004248,332.9360980879652,929.2248988826004,-134.13544808095452,7340.389729488096,2657.032479263026,-1448.2113021513014,7678.5089078377605,76.4528175852995,-0.21031089646436069,182.63842417925045,merge,0.9950634505527486,6.610999777737882,1.0102174943843787,1.4438810913978728
3.099999999954889,-1.594043313726401,4.812423786317415,331.9766835042629,958.2255273839876,-145.15655497783618,7341.8959210354515,2625.653707185769,-1449.1982399617011,7677.267030729032,76.51638404161247,-0.249260564929115,183.0563732103876,merge,0.9939531803533332,6.60023536690113,1.0091958429590664,1.5223309268572691
3.199999999953434,-1.568650620560571,4.6657294938171745,331.00122454183463,987.044226716887,-156.58115457931513,7343.3200630727115,2594.3139219753803,-1450.371873326704,7675.991412719009,76.56904426432314,-0.2885161211244863,183.4806487984539,merge,0.9934497708267132,6.879425135177192,1.0081866360550087,1.5991060058054851
3.2999999999519787,-1.511998846551409,4.531252896215988,330.0829644687182,1015.7026064105577,-168.36830579996177,7344.672621644363,2563.0140319789894,-1451.7360456217673,7674.682867099482,76.61254385650734,-0.327962415759701,183.91095470854498,merge,0.9928624668338423,7.12789016533925,1.0071904290777103,1.674129522471494
3.3999999999505235,-1.4923710607707765,4.376381577486209,329.25545427585087,1044.1552991423598,-180.56779273115305,7345.974563591525,2531.7549962767516,-1453.2944600660542,7673.342189331982,76.64833909540054,-0.36749754241702953,184.34701964448016,merge,0.9915946898663643,7.0488662566452405,1.0062077330116284,1.7473507311117453
