time,bank_rad,pitch_rad,heading_deg,agent_n_m,agent_e_m,agent_up_m,foe_n_m,foe_e_m,foe_up_m,foe_roll_deg,foe_pitch_deg,foe_yaw_deg,mode,mach,aoa_deg,foe_mach,foe_aoa_deg,left_wingtip_mounted,left_wingtip_north_m,left_wingtip_east_m,left_wingtip_up_m,left_wingtip_roll_deg,left_wingtip_pitch_deg,left_wingtip_yaw_deg,right_wingtip_mounted,right_wingtip_north_m,right_wingtip_east_m,right_wingtip_up_m,right_wingtip_roll_deg,right_wingtip_pitch_deg,right_wingtip_yaw_deg
0.09999999999999999,0.03063498319420515,-0.4414285340833024,0.05423618471600282,32.111211012725384,-0.001853645549695042,7480.0661317820195,7802.598111825997,424.16202014221386,7480.089899049497,5.754786022322772e-07,-0.06102344613670921,13.697844299343714,offense,1.029678384041721,-0.2840348717513322,1.0269012039557024,-0.03546655236739853,1,30.297937434818614,-4.797338084534128,7480.357109319165,1.7552552424821606,-0.4414285340833024,0.05423618471600282,1,30.286588891458955,4.798151013728549,7480.063068206928,1.7552552424821606,-0.4414285340833024,0.05423618471600282
0.19999999999999998,0.08319499949525834,-1.8401969821865773,359.9822029809197,64.25382869153596,-0.002322616413459476,7479.905559690446,7833.699186079601,431.69172535856063,7480.06861799132,1.8277712610488991e-06,-0.11286056453674097,13.697844870166291,offense,1.030520947303674,-1.4243751019676378,1.0249989167111182,-0.061528391172354466,1,62.450253744128815,-4.774357948248933,7480.492156827158,4.766722347671317,-1.8401969821865773,359.9822029809197,1,62.42760799116312,4.792445947230438,7479.694817253757,4.766722347671317,-1.8401969821865773,359.9822029809197
0.3000000000000001,0.1349651263395183,-2.891995214624344,359.9242934632239,96.41976769940153,-0.00794726205343302,7479.593698844406,7864.743553749965,439.20770275742154,7480.032019692671,2.6370544918679393e-06,-0.145716188784345,13.697845267358716,offense,1.03147183285483,-2.1441171825977494,1.0231540503532106,-0.06474647709015098,1,94.63491111088942,-4.744449684258444,7480.459222826103,7.73293212070434,-2.891995214624344,359.9242934632239,1,94.58230811517038,4.76832595865145,7479.169132715877,7.73293212070434,-2.891995214624344,359.9242934632239
0.4000000000000004,0.25519978475390376,-2.7686149522528147,0.04384446570485377,128.61934929445292,-0.028862812715436816,7479.0668458614355,7895.731989179462,446.7101400206963,7479.979268096754,3.6485496828753403e-06,-0.17590180587362367,13.697845866965727,offense,1.0327742177475032,-1.5538321723797373,1.0213133138387942,-0.06630898168965611,1,126.86960781348903,-4.641927915408199,7480.490691045475,14.621870599045737,-2.7686149522528147,0.04384446570485377,1,126.74544236332946,4.647063452417513,7478.070107993926,14.621870599045737,-2.7686149522528147,0.04384446570485377
0.5000000000000007,0.424170620238257,-1.1781845230575512,0.6074464878094883,160.85373429151974,-0.06678216705561019,7478.36020364366,7926.665282467351,454.1992286444622,7479.910617564405,4.835713063025336e-06,-0.19319599949472044,13.697846455101768,offense,1.033848818178987,0.42481495103121303,1.0195135654362493,-0.054365968414826986,1,159.12308647041647,-4.406496358848258,7480.491174983886,24.303186333098548,-1.1781845230575512,0.6074464878094883,1,158.94909374476794,4.341402392270739,7476.540985878084,24.303186333098548,-1.1781845230575512,0.6074464878094883
0.6000000000000003,0.6209050416227736,1.1790909618457768,1.8261133049507323,193.12134229051398,-0.08148468085115285,7477.6112299651895,7957.544223845301,461.6751601504556,7479.826421078709,6.0913185656072285e-06,-0.20652303209081124,13.697847228637336,offense,1.0349276281734536,3.0567793079372234,1.0177296958295645,-0.040311262253735755,1,191.36504219606712,-3.9678857635056186,7480.471404191175,35.57523836337964,1.1790909618457768,1.8261133049507323,1,191.23109186165652,3.839992758634973,7474.887580206538,35.57523836337964,1.1790909618457768,1.8261133049507323
0.7,0.8371213620223342,2.836403625631394,3.1872494111116887,225.41974884818288,0.007455838922205551,7476.928751738495,7988.369601088347,469.1381254545241,7479.727615425012,7.674303515170906e-06,-0.21149703480712392,13.69784809541207,offense,1.0356897534631082,4.790092541291887,1.0159785885503656,-0.0191018287611886,1,223.59768142171103,-3.216380535823526,7480.48631401093,47.96352098412283,2.836403625631394,3.1872494111116887,1,223.5925608789343,3.2214878126568056,7473.364950032894,47.96352098412283,2.836403625631394,3.1872494111116887
0.7999999999999996,1.0225271955882436,3.5431396337865038,4.059454331160609,257.7421830567416,0.29546193454773173,7476.353886765156,8019.142199587405,476.5883148796528,7479.615212273938,9.357188308659717e-06,-0.2129133127678039,13.697849156701112,offense,1.0363666042943667,5.1627656485082385,1.014248461472192,0.00329600541064899,1,255.84276971397952,-2.2362185937802446,7480.397662557139,58.586492744554405,3.5431396337865038,4.059454331160609,1,255.99360706736897,2.7906953517773783,7472.220414592402,58.586492744554405,3.5431396337865038,4.059454331160609
0.8999999999999992,1.1196966944534843,3.2604476977711188,3.664095780956141,290.0767244576718,0.8526388280086821,7475.882877107763,8049.862757740939,484.02590735493317,7479.490465714091,1.135098688531765e-05,-0.20929780232041081,13.69785037528288,offense,1.0365938944556552,3.936702610001638,1.0125434976653005,0.028796612467258686,1,288.1412335617004,-1.2509427127736876,7480.148802528219,64.15389492693394,3.2604476977711188,3.664095780956141,1,288.3641487884657,2.957077040813955,7471.523092206449,64.15389492693394,3.2604476977711188,3.664095780956141
0.9999999999999989,1.1314111693023265,2.4358244564405247,2.1692612484057747,322.4076119563186,1.680226334675297,7475.4839455033425,8080.531903442487,491.451055037696,7479.354571545938,1.347626535527723e-05,-0.20346569865884692,13.697851804748046,offense,1.0364375850580796,1.7514108425306627,1.010856292124021,0.05416883288922564,1,320.47655274859756,-0.31848705909051267,7479.801983843359,64.82508489498476,2.4358244564405247,2.1692612484057747,1,320.6909624732376,3.7762409367648035,7471.121705558077,64.82508489498476,2.4358244564405247,2.1692612484057747
1.0999999999999985,1.0810192087252763,1.4364402734721593,0.3417090840586995,354.7244767123605,2.7234687002656743,7475.126110841945,8111.15023493788,498.86390289032227,7479.208788792828,1.584764823885507e-05,-0.19496742246196722,13.697853430356101,offense,1.0361502419169137,-0.49030186177578233,1.0091897327702128,0.08011850540211789,1,352.8101520874016,0.5686701596333741,7479.375993720279,61.937838232530154,1.4364402734721593,0.3417090840586995,1,352.9955755524367,5.085976862331648,7470.907253655053,61.937838232530154,1.4364402734721593,0.3417090840586995
1.1999999999999982,0.9840064962501053,0.6919142778936771,359.1936230191891,387.02619620162443,3.8906152332164385,7474.774520485085,8141.718340006451,506.264593324019,7479.054315878159,1.8343512534240164e-05,-0.18530712745688946,13.697855275979888,offense,1.0356678804205022,-1.7378989930485247,1.0075413686143933,0.10503208986781741,1,385.1214968790396,1.3677096516975875,7478.82129301604,56.3794192485867,0.6919142778936771,359.1936230191891,1,385.29283015292646,6.681255355324497,7470.827740804118,56.3794192485867,0.6919142778936771,359.1936230191891
